times,year,month,date,academic_year,semester,week,weekday,hour,events,subject,student_level,number_of_tutors,duration_s,duration_m
"[2508, 0, 0]",2015,2,24,2014/2015,2,4,2,11,"['FINISH', 'START', 'JOIN']",MATH,1,4,2508,41
"[0, 0, 5484]",2015,2,24,2014/2015,2,4,2,11,"['START', 'JOIN', 'FINISH']",STAT,2,4,5484,91
"[0, 0, 149]",2015,2,24,2014/2015,2,4,2,12,"['START', 'JOIN', 'FINISH']",STAT,2,3,149,2
"[1115, 0, 0]",2015,2,24,2014/2015,2,4,2,12,"['FINISH', 'START', 'JOIN']",MATH,1,3,1115,18
"[0, 0, 10709, 17251]",2015,2,24,2014/2015,2,4,2,12,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,3,6542,109
"[0, 0, 93]",2015,2,24,2014/2015,2,4,2,12,"['START', 'JOIN', 'FINISH']",MATH,1,3,93,1
"[0, 0, 3371]",2015,2,24,2014/2015,2,4,2,14,"['START', 'JOIN', 'FINISH']",STAT,1,4,3371,56
"[224, 0, 0]",2015,2,24,2014/2015,2,4,2,14,"['FINISH', 'START', 'JOIN']",STAT,2,4,224,3
"[0, 0, 3434]",2015,2,24,2014/2015,2,4,2,14,"['START', 'JOIN', 'FINISH']",MATH,1,4,3434,57
"[100, 0, 0]",2015,2,24,2014/2015,2,4,2,14,"['FINISH', 'START', 'JOIN']",FR,1,4,100,1
"[0, 0, 1034]",2015,2,24,2014/2015,2,4,2,14,"['START', 'JOIN', 'FINISH']",STAT,1,4,1034,17
"[1125, 0, 0, 0, 988]",2015,2,24,2014/2015,2,4,2,14,"['FINISH', 'START', 'JOIN', 'JOIN', 'TRANSFER']",STAT,2,4,137,2
"[0, 0, 1904]",2015,2,24,2014/2015,2,4,2,15,"['START', 'JOIN', 'FINISH']",MATH,1,4,1904,31
"[0, 0, 690]",2015,2,24,2014/2015,2,4,2,15,"['START', 'JOIN', 'FINISH']",STAT,2,4,690,11
"[0, 0, 1010]",2015,2,24,2014/2015,2,4,2,15,"['START', 'JOIN', 'FINISH']",STAT,2,4,1010,16
"[0, 0, 6278]",2015,2,24,2014/2015,2,4,2,15,"['START', 'JOIN', 'FINISH']",STAT,2,4,6278,104
"[0, 0, 3208]",2015,2,24,2014/2015,2,4,2,16,"['START', 'JOIN', 'FINISH']",MATH,1,2,3208,53
"[0, 0, 2380]",2015,2,24,2014/2015,2,4,2,16,"['START', 'JOIN', 'FINISH']",STAT,1,2,2380,39
"[0, 0, 14]",2015,2,24,2014/2015,2,4,2,16,"['START', 'JOIN', 'FINISH']",STAT,2,2,14,0
"[0, 0, 0, 0, 171]",2015,2,24,2014/2015,2,4,2,16,"['START', 'JOIN', 'JOIN', 'JOIN', 'FINISH']",STAT,2,2,171,2
"[0, 0, 334]",2015,2,25,2014/2015,2,4,3,10,"['START', 'JOIN', 'FINISH']",STAT,1,2,334,5
"[0, 0, 309, 9467]",2015,2,25,2014/2015,2,4,3,10,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MST,1,2,9158,152
"[0, 0, 837]",2015,2,25,2014/2015,2,4,3,10,"['START', 'JOIN', 'FINISH']",STAT,1,2,837,13
"[0, 0, 8649]",2015,2,25,2014/2015,2,4,3,10,"['START', 'JOIN', 'FINISH']",MATH,1,2,8649,144
"[0, 0, 103]",2015,2,25,2014/2015,2,4,3,10,"['START', 'JOIN', 'FINISH']",MIS,2,2,103,1
"[0, 0, 7057]",2015,2,25,2014/2015,2,4,3,10,"['START', 'JOIN', 'FINISH']",MST,1,2,7057,117
"[0, 0, 4741, 869]",2015,2,25,2014/2015,2,4,3,11,"['START', 'JOIN', 'FINISH', 'TRANSFER']",PHYC,1,2,3872,64
"[0, 0, 4674]",2015,2,25,2014/2015,2,4,3,11,"['START', 'JOIN', 'FINISH']",MATH,2,2,4674,77
"[0, 0, 1436]",2015,2,25,2014/2015,2,4,3,11,"['START', 'JOIN', 'FINISH']",MST,1,2,1436,23
"[461, 0, 0]",2015,2,25,2014/2015,2,4,3,12,"['FINISH', 'START', 'JOIN']",STAT,1,2,461,7
"[0, 0, 0, 4329, 4344, 4337]",2015,2,25,2014/2015,2,4,3,12,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH', 'LEAVE']",MST,1,2,15,0
"[0, 0, 3758, 3658]",2015,2,25,2014/2015,2,4,3,12,"['START', 'JOIN', 'FINISH', 'TRANSFER']",MATH,1,2,100,1
"[0, 0, 2650]",2015,2,25,2014/2015,2,4,3,13,"['START', 'JOIN', 'FINISH']",STAT,1,1,2650,44
"[0, 0, 0, 0, 0, 6199, 6652]",2015,2,25,2014/2015,2,4,3,13,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']",STAT,1,1,453,7
"[0, 0, 711]",2015,2,25,2014/2015,2,4,3,13,"['START', 'JOIN', 'FINISH']",MATH,1,1,711,11
"[9, 0, 0]",2015,2,25,2014/2015,2,4,3,13,"['FINISH', 'START', 'JOIN']",STAT,1,1,9,0
"[0, 0, 1300]",2015,2,25,2014/2015,2,4,3,14,"['START', 'JOIN', 'FINISH']",MATH,1,2,1300,21
"[0, 0, 4641]",2015,2,25,2014/2015,2,4,3,14,"['START', 'JOIN', 'FINISH']",VET,1,2,4641,77
"[0, 0, 0, 1155]",2015,2,25,2014/2015,2,4,3,15,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,3,1155,19
"[2180, 0, 0]",2015,2,25,2014/2015,2,4,3,15,"['FINISH', 'START', 'JOIN']",STAT,1,3,2180,36
"[1024, 0, 0]",2015,2,25,2014/2015,2,4,3,15,"['FINISH', 'START', 'JOIN']",ACM,1,3,1024,17
"[0, 0, 2196]",2015,2,25,2014/2015,2,4,3,16,"['START', 'JOIN', 'FINISH']",MST,1,3,2196,36
"[0, 0, 3]",2015,2,25,2014/2015,2,4,3,16,"['START', 'JOIN', 'FINISH']",MIS,2,3,3,0
"[0, 0, 1974, 1998]",2015,2,25,2014/2015,2,4,3,16,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MST,1,3,24,0
"[0, 0, 1136]",2015,2,25,2014/2015,2,4,3,16,"['START', 'JOIN', 'FINISH']",MATH,1,3,1136,18
"[0, 0, 590]",2015,2,25,2014/2015,2,4,3,16,"['START', 'JOIN', 'FINISH']",ACM,1,3,590,9
"[0, 0, 38]",2015,2,25,2014/2015,2,4,3,16,"['START', 'JOIN', 'FINISH']",ECON,1,3,38,0
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39]",2015,2,25,2014/2015,2,4,3,20,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']",ACM,1,,39,0
"[0, 0, 396]",2015,2,26,2014/2015,2,4,4,10,"['START', 'JOIN', 'FINISH']",MEEN,2,3,396,6
"[0, 0, 2313, 2627]",2015,2,26,2014/2015,2,4,4,10,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,3,314,5
"[0, 0, 2008]",2015,2,26,2014/2015,2,4,4,11,"['START', 'JOIN', 'FINISH']",MATH,1,3,2008,33
"[760, 0, 0]",2015,2,26,2014/2015,2,4,4,11,"['FINISH', 'START', 'JOIN']",SCI,1,3,760,12
"[0, 0, 63]",2015,2,26,2014/2015,2,4,4,11,"['START', 'JOIN', 'FINISH']",ACM,1,3,63,1
"[3446, 0, 0, 3442]",2015,2,26,2014/2015,2,4,4,11,"['FINISH', 'START', 'JOIN', 'TRANSFER']",PHYC,1,3,4,0
"[4134, 0, 0, 4029, 7321]",2015,2,26,2014/2015,2,4,4,12,"['TRANSFER', 'START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,3,3292,54
"[0, 0, 67, 1127]",2015,2,26,2014/2015,2,4,4,13,"['START', 'JOIN', 'TRANSFER', 'FINISH']",PHYC,1,1,1060,17
"[0, 0, 1354]",2015,2,26,2014/2015,2,4,4,13,"['START', 'JOIN', 'FINISH']",MST,2,1,1354,22
"[7065, 0, 0, 7036]",2015,2,26,2014/2015,2,4,4,13,"['FINISH', 'START', 'JOIN', 'TRANSFER']",MATH,1,1,29,0
"[6300, 0, 0]",2015,2,26,2014/2015,2,4,4,14,"['FINISH', 'START', 'JOIN']",MST,2,2,6300,105
"[0, 0, 5737]",2015,2,26,2014/2015,2,4,4,14,"['START', 'JOIN', 'FINISH']",MATH,1,2,5737,95
"[17, 0, 0, 5463]",2015,2,26,2014/2015,2,4,4,14,"['JOIN', 'START', 'JOIN', 'FINISH']",ACM,1,2,5463,91
"[0, 0, 0, 6065]",2015,2,26,2014/2015,2,4,4,14,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,2,6065,101
"[0, 0, 4376, 4399]",2015,2,26,2014/2015,2,4,4,15,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,4,23,0
"[0, 0, 61]",2015,2,26,2014/2015,2,4,4,15,"['START', 'JOIN', 'FINISH']",MIS,2,4,61,1
"[0, 0, 2138]",2015,2,26,2014/2015,2,4,4,16,"['START', 'JOIN', 'TRANSFER']",PHYC,1,4,-2138,-36
"[7061, 0, 0]",2015,2,27,2014/2015,2,4,5,10,"['FINISH', 'START', 'JOIN']",ACM,1,2,7061,117
"[3715, 0, 0]",2015,2,27,2014/2015,2,4,5,11,"['FINISH', 'START', 'JOIN']",MATH,1,2,3715,61
"[0, 0, 2355]",2015,2,27,2014/2015,2,4,5,11,"['START', 'JOIN', 'FINISH']",MATH,1,2,2355,39
"[1328, 0, 0]",2015,2,27,2014/2015,2,4,5,11,"['FINISH', 'START', 'JOIN']",MATH,1,2,1328,22
"[1809, 0, 0]",2015,2,27,2014/2015,2,4,5,11,"['FINISH', 'START', 'JOIN']",MATH,2,2,1809,30
"[0, 0, 0, 4829]",2015,2,27,2014/2015,2,4,5,11,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,2,4829,80
"[0, 0, 3452]",2015,2,27,2014/2015,2,4,5,12,"['START', 'JOIN', 'FINISH']",PHYC,1,2,3452,57
"[0, 0, 1642]",2015,2,27,2014/2015,2,4,5,12,"['START', 'JOIN', 'FINISH']",ACM,1,2,1642,27
"[0, 0, 909]",2015,2,27,2014/2015,2,4,5,12,"['START', 'JOIN', 'FINISH']",MATH,1,2,909,15
"[0, 0, 146]",2015,3,2,2014/2015,2,5,1,10,"['START', 'JOIN', 'FINISH']",MATH,1,3,146,2
"[0, 0, 6893]",2015,3,2,2014/2015,2,5,1,10,"['START', 'JOIN', 'FINISH']",MATH,1,3,6893,114
"[0, 0, 3040]",2015,3,2,2014/2015,2,5,1,11,"['START', 'JOIN', 'FINISH']",STAT,1,3,3040,50
"[0, 0, 2370]",2015,3,2,2014/2015,2,5,1,11,"['START', 'JOIN', 'FINISH']",SBUS,1,3,2370,39
"[0, 0, 2990]",2015,3,2,2014/2015,2,5,1,11,"['START', 'JOIN', 'FINISH']",MATH,1,3,2990,49
"[0, 0, 2349]",2015,3,2,2014/2015,2,5,1,11,"['START', 'JOIN', 'FINISH']",VET,1,3,2349,39
"[0, 0, 1182, 5390]",2015,3,2,2014/2015,2,5,1,13,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,2,1,4208,70
"[0, 0, 0, 1198]",2015,3,2,2014/2015,2,5,1,13,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,1,1198,19
"[0, 0, 0, 854]",2015,3,2,2014/2015,2,5,1,13,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,1,854,14
"[0, 0, 0, 1888]",2015,3,2,2014/2015,2,5,1,14,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,3,1888,31
"[0, 0, 1366]",2015,3,2,2014/2015,2,5,1,14,"['START', 'JOIN', 'FINISH']",SBUS,1,3,1366,22
"[0, 0, 0, 54]",2015,3,2,2014/2015,2,5,1,14,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,3,54,0
"[0, 0, 1115]",2015,3,2,2014/2015,2,5,1,14,"['START', 'JOIN', 'FINISH']",MATH,1,3,1115,18
"[0, 0, 86]",2015,3,2,2014/2015,2,5,1,15,"['START', 'JOIN', 'FINISH']",MATH,1,4,86,1
"[0, 0, 729]",2015,3,2,2014/2015,2,5,1,15,"['START', 'JOIN', 'FINISH']",ECON,2,4,729,12
"[0, 0, 0, 842]",2015,3,2,2014/2015,2,5,1,15,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,4,842,14
"[0, 0, 2999]",2015,3,2,2014/2015,2,5,1,15,"['START', 'JOIN', 'FINISH']",MATH,1,4,2999,49
"[0, 0, 0, 1460]",2015,3,2,2014/2015,2,5,1,15,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,4,1460,24
"[0, 0, 0, 4346, 4695]",2015,3,2,2014/2015,2,5,1,15,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,4,349,5
"[0, 0, 1776]",2015,3,2,2014/2015,2,5,1,15,"['START', 'JOIN', 'FINISH']",MATH,1,4,1776,29
"[0, 0, 5395]",2015,3,2,2014/2015,2,5,1,15,"['START', 'JOIN', 'FINISH']",MATH,1,4,5395,89
"[0, 0, 1791]",2015,3,2,2014/2015,2,5,1,16,"['START', 'JOIN', 'FINISH']",MATH,1,4,1791,29
"[66, 0, 0]",2015,3,2,2014/2015,2,5,1,17,"['FINISH', 'START', 'JOIN']",MATH,1,1,66,1
"[0, 0, 0, 5943]",2015,3,3,2014/2015,2,5,2,10,"['START', 'JOIN', 'JOIN', 'FINISH']",BSEN,2,4,5943,99
"[0, 0, 0, 0, 0, 1058, 10278]",2015,3,3,2014/2015,2,5,2,10,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,4,9220,153
"[5194, 0, 0]",2015,3,3,2014/2015,2,5,2,10,"['FINISH', 'START', 'JOIN']",MATH,1,4,5194,86
"[0, 0, 4012]",2015,3,3,2014/2015,2,5,2,10,"['START', 'JOIN', 'FINISH']",MATH,1,4,4012,66
"[1444, 0, 0]",2015,3,3,2014/2015,2,5,2,11,"['FINISH', 'START', 'JOIN']",MATH,1,4,1444,24
"[0, 0, 0, 1437, 1816]",2015,3,3,2014/2015,2,5,2,12,"['START', 'JOIN', 'JOIN', 'LEAVE', 'FINISH']",MATH,1,3,1816,30
"[2025, 0, 0, 571]",2015,3,3,2014/2015,2,5,2,12,"['FINISH', 'START', 'JOIN', 'TRANSFER']",MST,1,3,1454,24
"[1279, 0, 0]",2015,3,3,2014/2015,2,5,2,12,"['FINISH', 'START', 'JOIN']",MST,2,3,1279,21
"[0, 0, 15233, 15236]",2015,3,3,2014/2015,2,5,2,13,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,3,0
"[0, 0, 15221, 15223]",2015,3,3,2014/2015,2,5,2,13,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,2,0
"[0, 0, 3610]",2015,3,3,2014/2015,2,5,2,14,"['START', 'JOIN', 'FINISH']",STAT,1,4,3610,60
"[0, 0, 135]",2015,3,3,2014/2015,2,5,2,14,"['START', 'JOIN', 'FINISH']",MST,2,4,135,2
"[0, 0, 638]",2015,3,3,2014/2015,2,5,2,14,"['START', 'JOIN', 'FINISH']",MATH,1,4,638,10
"[0, 0, 10612, 10614]",2015,3,3,2014/2015,2,5,2,14,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,4,2,0
"[0, 0, 64]",2015,3,3,2014/2015,2,5,2,15,"['START', 'JOIN', 'FINISH']",MATH,1,4,64,1
"[0, 0, 993]",2015,3,3,2014/2015,2,5,2,16,"['START', 'JOIN', 'FINISH']",ACC,2,2,993,16
"[0, 0, 43]",2015,3,3,2014/2015,2,5,2,17,"['START', 'JOIN', 'FINISH']",MATH,1,0,43,0
"[0, 0, 700]",2015,3,4,2014/2015,2,5,3,10,"['START', 'JOIN', 'FINISH']",MATH,1,2,700,11
"[0, 0, 747, 1090]",2015,3,4,2014/2015,2,5,3,10,"['START', 'JOIN', 'TRANSFER', 'FINISH']",ECON,2,2,343,5
"[0, 0, 9510, 9518]",2015,3,4,2014/2015,2,5,3,10,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,8,0
"[0, 0, 1508, 1512]",2015,3,4,2014/2015,2,5,3,10,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,4,0
"[0, 0, 1155, 1159]",2015,3,4,2014/2015,2,5,3,10,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,4,0
"[0, 0, 0, 6385]",2015,3,4,2014/2015,2,5,3,10,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,2,6385,106
"[0, 0, 1009]",2015,3,4,2014/2015,2,5,3,10,"['START', 'JOIN', 'FINISH']",MATH,1,2,1009,16
"[6111, 0, 0, 6117]",2015,3,4,2014/2015,2,5,3,10,"['LEAVE', 'START', 'JOIN', 'FINISH']",MATH,2,2,6117,101
"[0, 0, 0, 1721, 4922]",2015,3,4,2014/2015,2,5,3,11,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,3201,53
"[3937, 0, 0]",2015,3,4,2014/2015,2,5,3,11,"['FINISH', 'START', 'JOIN']",MATH,1,2,3937,65
"[0, 0, 4666, 4669]",2015,3,4,2014/2015,2,5,3,11,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,3,0
"[0, 0, 4088]",2015,3,4,2014/2015,2,5,3,11,"['START', 'JOIN', 'FINISH']",MST,2,2,4088,68
"[0, 0, 2820, 2829]",2015,3,4,2014/2015,2,5,3,12,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,9,0
"[0, 0, 866]",2015,3,4,2014/2015,2,5,3,12,"['START', 'JOIN', 'FINISH']",MATH,2,2,866,14
"[0, 0, 1458, 1464]",2015,3,4,2014/2015,2,5,3,12,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,6,0
"[0, 0, 264]",2015,3,4,2014/2015,2,5,3,12,"['START', 'JOIN', 'FINISH']",STAT,1,2,264,4
"[0, 0, 298, 303]",2015,3,4,2014/2015,2,5,3,12,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,5,0
"[146, 0, 0]",2015,3,4,2014/2015,2,5,3,12,"['FINISH', 'START', 'JOIN']",MST,1,2,146,2
"[0, 0, 0, 3139, 3427]",2015,3,4,2014/2015,2,5,3,13,"['START', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,1,288,4
"[3367, 3370, 0, 0]",2015,3,4,2014/2015,2,5,3,13,"['TRANSFER', 'FINISH', 'START', 'JOIN']",MATH,1,1,3,0
"[0, 0, 0, 0, 2318, 2220]",2015,3,4,2014/2015,2,5,3,13,"['START', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'TRANSFER']",MATH,1,1,98,1
"[0, 0, 3293, 3296]",2015,3,4,2014/2015,2,5,3,13,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,1,3,0
"[0, 0, 1215, 1424]",2015,3,4,2014/2015,2,5,3,13,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,1,209,3
"[586, 0, 0]",2015,3,4,2014/2015,2,5,3,13,"['FINISH', 'START', 'JOIN']",MATH,1,1,586,9
"[0, 0, 0, 1531]",2015,3,4,2014/2015,2,5,3,14,"['START', 'JOIN', 'JOIN', 'FINISH']",MST,1,2,1531,25
"[0, 0, 53]",2015,3,4,2014/2015,2,5,3,14,"['START', 'JOIN', 'FINISH']",MATH,1,2,53,0
"[0, 0, 2121]",2015,3,4,2014/2015,2,5,3,14,"['START', 'JOIN', 'FINISH']",MATH,1,2,2121,35
"[0, 0, 3571]",2015,3,4,2014/2015,2,5,3,14,"['START', 'JOIN', 'FINISH']",VET,1,2,3571,59
"[2017, 0, 0, 5142]",2015,3,4,2014/2015,2,5,3,14,"['TRANSFER', 'START', 'JOIN', 'FINISH']",MST,2,2,3125,52
"[0, 0, 4183, 7084]",2015,3,4,2014/2015,2,5,3,14,"['START', 'JOIN', 'TRANSFER', 'FINISH']",STAT,1,2,2901,48
"[0, 0, 3164, 3168]",2015,3,4,2014/2015,2,5,3,15,"['START', 'JOIN', 'TRANSFER', 'FINISH']",STAT,1,3,4,0
"[1833, 1836, 0, 0]",2015,3,4,2014/2015,2,5,3,16,"['TRANSFER', 'FINISH', 'START', 'JOIN']",STAT,1,3,3,0
"[0, 0, 3]",2015,3,4,2014/2015,2,5,3,16,"['START', 'JOIN', 'FINISH']",STAT,1,3,3,0
"[0, 0, 0, 9226]",2015,3,5,2014/2015,2,5,4,10,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,3,9226,153
"[0, 0, 41]",2015,3,5,2014/2015,2,5,4,11,"['START', 'JOIN', 'FINISH']",MATH,1,3,41,0
"[0, 0, 8555, 8559]",2015,3,5,2014/2015,2,5,4,11,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,3,4,0
"[0, 0, 3379]",2015,3,5,2014/2015,2,5,4,11,"['START', 'JOIN', 'FINISH']",MATH,1,3,3379,56
"[1838, 0, 0, 14]",2015,3,5,2014/2015,2,5,4,12,"['FINISH', 'START', 'JOIN', 'JOIN']",MATH,1,3,1838,30
"[0, 0, 244]",2015,3,5,2014/2015,2,5,4,12,"['START', 'JOIN', 'FINISH']",CHEM,2,3,244,4
"[0, 0, 347]",2015,3,5,2014/2015,2,5,4,13,"['START', 'JOIN', 'FINISH']",BSEN,2,1,347,5
"[0, 0, 9253, 13327, 13330]",2015,3,5,2014/2015,2,5,4,13,"['START', 'JOIN', 'TRANSFER', 'TRANSFER', 'FINISH']",PHYC,1,1,3,0
"[42, 0, 0]",2015,3,5,2014/2015,2,5,4,13,"['FINISH', 'START', 'JOIN']",POL,2,1,42,0
"[0, 0, 46, 9503, 10169]",2015,3,5,2014/2015,2,5,4,13,"['START', 'JOIN', 'TRANSFER', 'TRANSFER', 'FINISH']",MATH,1,1,666,11
"[0, 0, 216]",2015,3,5,2014/2015,2,5,4,14,"['START', 'JOIN', 'FINISH']",BSEN,2,2,216,3
"[0, 0, 6384]",2015,3,5,2014/2015,2,5,4,14,"['START', 'JOIN', 'FINISH']",MATH,1,2,6384,106
"[0, 0, 1860]",2015,3,5,2014/2015,2,5,4,14,"['START', 'JOIN', 'FINISH']",MATH,1,2,1860,31
"[0, 0, 6445]",2015,3,5,2014/2015,2,5,4,15,"['START', 'JOIN', 'FINISH']",POL,2,4,6445,107
"[0, 0, 5029]",2015,3,6,2014/2015,2,5,5,11,"['START', 'JOIN', 'FINISH']",MATH,1,2,5029,83
"[0, 0, 6361]",2015,3,6,2014/2015,2,5,5,11,"['START', 'JOIN', 'FINISH']",MATH,1,2,6361,106
"[0, 0, 4587]",2015,3,6,2014/2015,2,5,5,11,"['START', 'JOIN', 'FINISH']",ECON,2,2,4587,76
"[0, 0, 0, 813, 2935, 2958]",2015,3,6,2014/2015,2,5,5,12,"['START', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'FINISH']",MATH,1,2,23,0
"[0, 0, 2870]",2015,3,6,2014/2015,2,5,5,12,"['START', 'JOIN', 'FINISH']",PHYC,1,2,2870,47
"[0, 0, 0, 2939]",2015,3,23,2014/2015,2,6,1,10,"['START', 'JOIN', 'JOIN', 'FINISH']",ECON,2,3,2939,48
"[0, 0, 1045]",2015,3,23,2014/2015,2,6,1,10,"['START', 'JOIN', 'FINISH']",MST,1,3,1045,17
"[0, 0, 0, 2553]",2015,3,23,2014/2015,2,6,1,10,"['START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,3,2553,42
"[0, 0, 3543]",2015,3,23,2014/2015,2,6,1,10,"['START', 'JOIN', 'FINISH']",ACM,1,3,3543,59
"[0, 0, 1373]",2015,3,23,2014/2015,2,6,1,10,"['START', 'JOIN', 'FINISH']",MST,1,3,1373,22
"[537, 0, 0]",2015,3,23,2014/2015,2,6,1,11,"['FINISH', 'START', 'JOIN']",ECON,2,3,537,8
"[592, 0, 0]",2015,3,23,2014/2015,2,6,1,11,"['FINISH', 'START', 'JOIN']",MST,1,3,592,9
"[800, 0, 0]",2015,3,23,2014/2015,2,6,1,11,"['FINISH', 'START', 'JOIN']",MATH,1,3,800,13
"[0, 0, 1880]",2015,3,23,2014/2015,2,6,1,11,"['START', 'JOIN', 'FINISH']",MST,2,3,1880,31
"[0, 0, 1583]",2015,3,23,2014/2015,2,6,1,11,"['START', 'JOIN', 'FINISH']",ECON,2,3,1583,26
"[0, 0, 3130]",2015,3,23,2014/2015,2,6,1,11,"['START', 'JOIN', 'FINISH']",ACM,1,3,3130,52
"[190, 0, 0]",2015,3,23,2014/2015,2,6,1,11,"['FINISH', 'START', 'JOIN']",ECON,2,3,190,3
"[0, 0, 2162]",2015,3,23,2014/2015,2,6,1,12,"['START', 'JOIN', 'FINISH']",MATH,1,3,2162,36
"[0, 0, 2348, 2352]",2015,3,23,2014/2015,2,6,1,12,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MST,2,3,4,0
"[0, 0, 679]",2015,3,23,2014/2015,2,6,1,13,"['START', 'JOIN', 'FINISH']",MST,1,1,679,11
"[2546, 0, 0, 44]",2015,3,23,2014/2015,2,6,1,14,"['FINISH', 'START', 'JOIN', 'TRANSFER']",ACM,1,3,2502,41
"[0, 0, 891]",2015,3,23,2014/2015,2,6,1,14,"['START', 'JOIN', 'FINISH']",MST,2,3,891,14
"[0, 0, 36, 5057]",2015,3,23,2014/2015,2,6,1,14,"['START', 'JOIN', 'TRANSFER', 'FINISH']",MST,2,3,5021,83
"[446, 0, 0]",2015,3,23,2014/2015,2,6,1,14,"['FINISH', 'START', 'JOIN']",MST,1,3,446,7
"[0, 0, 2137]",2015,3,23,2014/2015,2,6,1,14,"['START', 'JOIN', 'FINISH']",MATH,1,3,2137,35
"[1154, 0, 0]",2015,3,23,2014/2015,2,6,1,14,"['FINISH', 'START', 'JOIN']",MATH,1,3,1154,19
"[0, 0, 524]",2015,3,23,2014/2015,2,6,1,15,"['START', 'JOIN', 'FINISH']",STAT,1,4,524,8
"[663, 0, 0]",2015,3,23,2014/2015,2,6,1,15,"['FINISH', 'START', 'JOIN']",MATH,1,4,663,11
"[90, 0, 0]",2015,3,23,2014/2015,2,6,1,15,"['FINISH', 'START', 'JOIN']",STAT,1,4,90,1
"[0, 0, 100]",2015,3,23,2014/2015,2,6,1,16,"['START', 'JOIN', 'FINISH']",MST,2,4,100,1
"[0, 0, 670]",2015,3,23,2014/2015,2,6,1,16,"['START', 'JOIN', 'FINISH']",MATH,1,4,670,11
"[185, 0, 0]",2015,3,23,2014/2015,2,6,1,16,"['FINISH', 'START', 'JOIN']",MST,2,4,185,3
"[0, 0, 0, 0, 0, 2978]",2015,3,24,2014/2015,2,6,2,10,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']",MATH,1,4,2978,49
"[0, 0, 3717]",2015,3,24,2014/2015,2,6,2,10,"['START', 'JOIN', 'FINISH']",ACM,1,4,3717,61
"[0, 0, 3233]",2015,3,24,2014/2015,2,6,2,10,"['START', 'JOIN', 'FINISH']",MST,2,4,3233,53
"[0, 0, 4591]",2015,3,24,2014/2015,2,6,2,10,"['START', 'JOIN', 'FINISH']",ECON,2,4,4591,76
